row,col,ditrune_ternary,upper_trigram,lower_trigram,element_trigram,element_position,rel_prefix,central_trigram,central_en,central_el,element_suffix_en,element_suffix_el,operator_token,true_token
10,5,012002,012,002,002,lower,HYPO,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,KAT,ΚΑΤ,HYPOGranaryKeyKAT,ΥΠΟΣΙΤΟΚΛΕΙΣΚΑΤ
10,6,002012,002,012,002,upper,HYPER,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,KAT,ΚΑΤ,HYPERGranaryKeyKAT,ΥΠΕΡΣΙΤΟΚΛΕΙΣΚΑΤ
10,7,012012,012,012,,none,,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,,,GranaryKey,ΣΙΤΟΚΛΕΙΣ
10,8,001012,001,012,001,upper,HYPER,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,OMB,ΩΜΒ,HYPERGranaryKeyOMB,ΥΠΕΡΣΙΤΟΚΛΕΙΣΩΜΒ
10,9,012001,012,001,001,lower,HYPO,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,OMB,ΩΜΒ,HYPOGranaryKeyOMB,ΥΠΟΣΙΤΟΚΛΕΙΣΩΜΒ
10,10,010012,010,012,010,upper,HYPER,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,FRO,ΦΡΟ,HYPERGranaryKeyFRO,ΥΠΕΡΣΙΤΟΚΛΕΙΣΦΡΟ
10,11,012010,012,010,010,lower,HYPO,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,FRO,ΦΡΟ,HYPOGranaryKeyFRO,ΥΠΟΣΙΤΟΚΛΕΙΣΦΡΟ
10,12,100012,100,012,100,upper,HYPER,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,AER,ΑΗΡ,HYPERGranaryKeyAER,ΥΠΕΡΣΙΤΟΚΛΕΙΣΑΗΡ
10,13,012100,012,100,100,lower,HYPO,012,GranaryKey,ΣΙΤΟΚΛΕΙΣ,AER,ΑΗΡ,HYPOGranaryKeyAER,ΥΠΟΣΙΤΟΚΛΕΙΣΑΗΡ
11,1,021200,021,200,200,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,CTH,ΧΘΝ,HYPOTwinCurrentCTH,ΥΠΟΔΙΔΥΜΟΡΡΟΗΧΘΝ
11,2,200021,200,021,200,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,CTH,ΧΘΝ,HYPERTwinCurrentCTH,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΧΘΝ
11,3,021020,021,020,020,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,HYD,ΥΔΡ,HYPOTwinCurrentHYD,ΥΠΟΔΙΔΥΜΟΡΡΟΗΥΔΡ
11,4,020021,020,021,020,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,HYD,ΥΔΡ,HYPERTwinCurrentHYD,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΥΔΡ
11,5,021002,021,002,002,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,KAT,ΚΑΤ,HYPOTwinCurrentKAT,ΥΠΟΔΙΔΥΜΟΡΡΟΗΚΑΤ
11,6,002021,002,021,002,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,KAT,ΚΑΤ,HYPERTwinCurrentKAT,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΚΑΤ
11,7,021021,021,021,,none,,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,,,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ
11,8,001021,001,021,001,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,OMB,ΩΜΒ,HYPERTwinCurrentOMB,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΩΜΒ
11,9,021001,021,001,001,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,OMB,ΩΜΒ,HYPOTwinCurrentOMB,ΥΠΟΔΙΔΥΜΟΡΡΟΗΩΜΒ
11,10,010021,010,021,010,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,FRO,ΦΡΟ,HYPERTwinCurrentFRO,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΦΡΟ
11,11,021010,021,010,010,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,FRO,ΦΡΟ,HYPOTwinCurrentFRO,ΥΠΟΔΙΔΥΜΟΡΡΟΗΦΡΟ
11,12,100021,100,021,100,upper,HYPER,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,AER,ΑΗΡ,HYPERTwinCurrentAER,ΥΠΕΡΔΙΔΥΜΟΡΡΟΗΑΗΡ
11,13,021100,021,100,100,lower,HYPO,021,TwinCurrent,ΔΙΔΥΜΟΡΡΟΗ,AER,ΑΗΡ,HYPOTwinCurrentAER,ΥΠΟΔΙΔΥΜΟΡΡΟΗΑΗΡ
12,1,022200,022,200,200,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,CTH,ΧΘΝ,HYPOOceanVeilCTH,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΧΘΝ
12,2,200022,200,022,200,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,CTH,ΧΘΝ,HYPEROceanVeilCTH,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΧΘΝ
12,3,022020,022,020,020,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,HYD,ΥΔΡ,HYPOOceanVeilHYD,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΥΔΡ
12,4,020022,020,022,020,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,HYD,ΥΔΡ,HYPEROceanVeilHYD,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΥΔΡ
12,5,022002,022,002,002,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,KAT,ΚΑΤ,HYPOOceanVeilKAT,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΚΑΤ
12,6,002022,002,022,002,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,KAT,ΚΑΤ,HYPEROceanVeilKAT,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΚΑΤ
12,7,022022,022,022,,none,,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,,,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ
12,8,001022,001,022,001,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,OMB,ΩΜΒ,HYPEROceanVeilOMB,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΩΜΒ
12,9,022001,022,001,001,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,OMB,ΩΜΒ,HYPOOceanVeilOMB,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΩΜΒ
12,10,010022,010,022,010,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,FRO,ΦΡΟ,HYPEROceanVeilFRO,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΦΡΟ
12,11,022010,022,010,010,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,FRO,ΦΡΟ,HYPOOceanVeilFRO,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΦΡΟ
12,12,100022,100,022,100,upper,HYPER,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,AER,ΑΗΡ,HYPEROceanVeilAER,ΥΠΕΡΩΚΕΑΝΟΠΕΠΛΟΣΑΗΡ
12,13,022100,022,100,100,lower,HYPO,022,OceanVeil,ΩΚΕΑΝΟΠΕΠΛΟΣ,AER,ΑΗΡ,HYPOOceanVeilAER,ΥΠΟΩΚΕΑΝΟΠΕΠΛΟΣΑΗΡ
13,1,210200,210,200,200,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,CTH,ΧΘΝ,HYPOSkyCircuitCTH,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΧΘΝ
13,2,200210,200,210,200,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,CTH,ΧΘΝ,HYPERSkyCircuitCTH,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΧΘΝ
13,3,210020,210,020,020,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,HYD,ΥΔΡ,HYPOSkyCircuitHYD,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΥΔΡ
13,4,020210,020,210,020,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,HYD,ΥΔΡ,HYPERSkyCircuitHYD,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΥΔΡ
13,5,210002,210,002,002,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,KAT,ΚΑΤ,HYPOSkyCircuitKAT,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΚΑΤ
13,6,002210,002,210,002,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,KAT,ΚΑΤ,HYPERSkyCircuitKAT,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΚΑΤ
13,7,210210,210,210,,none,,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,,,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ
13,8,001210,001,210,001,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,OMB,ΩΜΒ,HYPERSkyCircuitOMB,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΩΜΒ
13,9,210001,210,001,001,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,OMB,ΩΜΒ,HYPOSkyCircuitOMB,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΩΜΒ
13,10,010210,010,210,010,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,FRO,ΦΡΟ,HYPERSkyCircuitFRO,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΦΡΟ
13,11,210010,210,010,010,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,FRO,ΦΡΟ,HYPOSkyCircuitFRO,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΦΡΟ
13,12,100210,100,210,100,upper,HYPER,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,AER,ΑΗΡ,HYPERSkyCircuitAER,ΥΠΕΡΟΥΡΑΝΟΚΥΚΛΟΣΑΗΡ
13,13,210100,210,100,100,lower,HYPO,210,SkyCircuit,ΟΥΡΑΝΟΚΥΚΛΟΣ,AER,ΑΗΡ,HYPOSkyCircuitAER,ΥΠΟΟΥΡΑΝΟΚΥΚΛΟΣΑΗΡ
14,1,201200,201,200,200,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,CTH,ΧΘΝ,HYPOStoneRootCTH,ΥΠΟΛΙΘΟΡΙΖΑΧΘΝ
14,2,200201,200,201,200,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,CTH,ΧΘΝ,HYPERStoneRootCTH,ΥΠΕΡΛΙΘΟΡΙΖΑΧΘΝ
14,3,201020,201,020,020,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,HYD,ΥΔΡ,HYPOStoneRootHYD,ΥΠΟΛΙΘΟΡΙΖΑΥΔΡ
14,4,020201,020,201,020,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,HYD,ΥΔΡ,HYPERStoneRootHYD,ΥΠΕΡΛΙΘΟΡΙΖΑΥΔΡ
14,5,201002,201,002,002,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,KAT,ΚΑΤ,HYPOStoneRootKAT,ΥΠΟΛΙΘΟΡΙΖΑΚΑΤ
14,6,002201,002,201,002,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,KAT,ΚΑΤ,HYPERStoneRootKAT,ΥΠΕΡΛΙΘΟΡΙΖΑΚΑΤ
14,7,201201,201,201,,none,,201,StoneRoot,ΛΙΘΟΡΙΖΑ,,,StoneRoot,ΛΙΘΟΡΙΖΑ
14,8,001201,001,201,001,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,OMB,ΩΜΒ,HYPERStoneRootOMB,ΥΠΕΡΛΙΘΟΡΙΖΑΩΜΒ
14,9,201001,201,001,001,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,OMB,ΩΜΒ,HYPOStoneRootOMB,ΥΠΟΛΙΘΟΡΙΖΑΩΜΒ
14,10,010201,010,201,010,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,FRO,ΦΡΟ,HYPERStoneRootFRO,ΥΠΕΡΛΙΘΟΡΙΖΑΦΡΟ
14,11,201010,201,010,010,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,FRO,ΦΡΟ,HYPOStoneRootFRO,ΥΠΟΛΙΘΟΡΙΖΑΦΡΟ
14,12,100201,100,201,100,upper,HYPER,201,StoneRoot,ΛΙΘΟΡΙΖΑ,AER,ΑΗΡ,HYPERStoneRootAER,ΥΠΕΡΛΙΘΟΡΙΖΑΑΗΡ
14,13,201100,201,100,100,lower,HYPO,201,StoneRoot,ΛΙΘΟΡΙΖΑ,AER,ΑΗΡ,HYPOStoneRootAER,ΥΠΟΛΙΘΟΡΙΖΑΑΗΡ
15,1,202200,202,200,200,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,CTH,ΧΘΝ,HYPOTidalHearthCTH,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΧΘΝ
15,2,200202,200,202,200,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,CTH,ΧΘΝ,HYPERTidalHearthCTH,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΧΘΝ
15,3,202020,202,020,020,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,HYD,ΥΔΡ,HYPOTidalHearthHYD,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΥΔΡ
15,4,020202,020,202,020,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,HYD,ΥΔΡ,HYPERTidalHearthHYD,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΥΔΡ
15,5,202002,202,002,002,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,KAT,ΚΑΤ,HYPOTidalHearthKAT,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΚΑΤ
15,6,002202,002,202,002,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,KAT,ΚΑΤ,HYPERTidalHearthKAT,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΚΑΤ
15,7,202202,202,202,,none,,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,,,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ
15,8,001202,001,202,001,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,OMB,ΩΜΒ,HYPERTidalHearthOMB,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΩΜΒ
15,9,202001,202,001,001,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,OMB,ΩΜΒ,HYPOTidalHearthOMB,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΩΜΒ
15,10,010202,010,202,010,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,FRO,ΦΡΟ,HYPERTidalHearthFRO,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΦΡΟ
15,11,202010,202,010,010,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,FRO,ΦΡΟ,HYPOTidalHearthFRO,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΦΡΟ
15,12,100202,100,202,100,upper,HYPER,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,AER,ΑΗΡ,HYPERTidalHearthAER,ΥΠΕΡΠΑΛΙΡΡΟΙΕΣΤΙΑΑΗΡ
15,13,202100,202,100,100,lower,HYPO,202,TidalHearth,ΠΑΛΙΡΡΟΙΕΣΤΙΑ,AER,ΑΗΡ,HYPOTidalHearthAER,ΥΠΟΠΑΛΙΡΡΟΙΕΣΤΙΑΑΗΡ
16,1,220200,220,200,200,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,CTH,ΧΘΝ,HYPODeepCoilCTH,ΥΠΟΒΑΘΥΕΛΙΞΚΘΧΘΝ
16,2,200220,200,220,200,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,CTH,ΧΘΝ,HYPERDeepCoilCTH,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΧΘΝ
16,3,220020,220,020,020,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,HYD,ΥΔΡ,HYPODeepCoilHYD,ΥΠΟΒΑΘΥΕΛΙΞΚΘΥΔΡ
16,4,020220,020,220,020,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,HYD,ΥΔΡ,HYPERDeepCoilHYD,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΥΔΡ
16,5,220002,220,002,002,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,KAT,ΚΑΤ,HYPODeepCoilKAT,ΥΠΟΒΑΘΥΕΛΙΞΚΘΚΑΤ
16,6,002220,002,220,002,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,KAT,ΚΑΤ,HYPERDeepCoilKAT,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΚΑΤ
16,7,220220,220,220,,none,,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,,,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ
16,8,001220,001,220,001,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,OMB,ΩΜΒ,HYPERDeepCoilOMB,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΩΜΒ
16,9,220001,220,001,001,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,OMB,ΩΜΒ,HYPODeepCoilOMB,ΥΠΟΒΑΘΥΕΛΙΞΚΘΩΜΒ
16,10,010220,010,220,010,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,FRO,ΦΡΟ,HYPERDeepCoilFRO,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΦΡΟ
16,11,220010,220,010,010,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,FRO,ΦΡΟ,HYPODeepCoilFRO,ΥΠΟΒΑΘΥΕΛΙΞΚΘΦΡΟ
16,12,100220,100,220,100,upper,HYPER,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,AER,ΑΗΡ,HYPERDeepCoilAER,ΥΠΕΡΒΑΘΥΕΛΙΞΚΘΑΗΡ
16,13,220100,220,100,100,lower,HYPO,220,DeepCoil,ΒΑΘΥΕΛΙΞΚΘ,AER,ΑΗΡ,HYPODeepCoilAER,ΥΠΟΒΑΘΥΕΛΙΞΚΘΑΗΡ
17,1,222200,222,200,200,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,CTH,ΧΘΝ,HYPOSilverMirrorCTH,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΧΘΝ
17,2,200222,200,222,200,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,CTH,ΧΘΝ,HYPERSilverMirrorCTH,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΧΘΝ
17,3,222020,222,020,020,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,HYD,ΥΔΡ,HYPOSilverMirrorHYD,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΥΔΡ
17,4,020222,020,222,020,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,HYD,ΥΔΡ,HYPERSilverMirrorHYD,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΥΔΡ
17,5,222002,222,002,002,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,KAT,ΚΑΤ,HYPOSilverMirrorKAT,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΚΑΤ
17,6,002222,002,222,002,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,KAT,ΚΑΤ,HYPERSilverMirrorKAT,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΚΑΤ
17,7,222222,222,222,,none,,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,,,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ
17,8,001222,001,222,001,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,OMB,ΩΜΒ,HYPERSilverMirrorOMB,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΩΜΒ
17,9,222001,222,001,001,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,OMB,ΩΜΒ,HYPOSilverMirrorOMB,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΩΜΒ
17,10,010222,010,222,010,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,FRO,ΦΡΟ,HYPERSilverMirrorFRO,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΦΡΟ
17,11,222010,222,010,010,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,FRO,ΦΡΟ,HYPOSilverMirrorFRO,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΦΡΟ
17,12,100222,100,222,100,upper,HYPER,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,AER,ΑΗΡ,HYPERSilverMirrorAER,ΥΠΕΡΑΡΓΥΡΟΚΑΤΟΠΤΡΟΑΗΡ
17,13,222100,222,100,100,lower,HYPO,222,SilverMirror,ΑΡΓΥΡΟΚΑΤΟΠΤΡΟ,AER,ΑΗΡ,HYPOSilverMirrorAER,ΥΠΟΑΡΓΥΡΟΚΑΤΟΠΤΡΟΑΗΡ
18,1,221200,221,200,200,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,CTH,ΧΘΝ,HYPOEdgeForgeCTH,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΧΘΝ
18,2,200221,200,221,200,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,CTH,ΧΘΝ,HYPEREdgeForgeCTH,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΧΘΝ
18,3,221020,221,020,020,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,HYD,ΥΔΡ,HYPOEdgeForgeHYD,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΥΔΡ
18,4,020221,020,221,020,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,HYD,ΥΔΡ,HYPEREdgeForgeHYD,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΥΔΡ
18,5,221002,221,002,002,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,KAT,ΚΑΤ,HYPOEdgeForgeKAT,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΚΑΤ
18,6,002221,002,221,002,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,KAT,ΚΑΤ,HYPEREdgeForgeKAT,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΚΑΤ
18,7,221221,221,221,,none,,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,,,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ
18,8,001221,001,221,001,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,OMB,ΩΜΒ,HYPEREdgeForgeOMB,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΩΜΒ
18,9,221001,221,001,001,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,OMB,ΩΜΒ,HYPOEdgeForgeOMB,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΩΜΒ
18,10,010221,010,221,010,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,FRO,ΦΡΟ,HYPEREdgeForgeFRO,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΦΡΟ
18,11,221010,221,010,010,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,FRO,ΦΡΟ,HYPOEdgeForgeFRO,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΦΡΟ
18,12,100221,100,221,100,upper,HYPER,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,AER,ΑΗΡ,HYPEREdgeForgeAER,ΥΠΕΡΑΚΡΟΧΑΛΚΕΥΣΑΗΡ
18,13,221100,221,100,100,lower,HYPO,221,EdgeForge,ΑΚΡΟΧΑΛΚΕΥΣ,AER,ΑΗΡ,HYPOEdgeForgeAER,ΥΠΟΑΚΡΟΧΑΛΚΕΥΣΑΗΡ
19,1,212200,212,200,200,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,CTH,ΧΘΝ,HYPOWorldSphereCTH,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΧΘΝ
19,2,200212,200,212,200,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,CTH,ΧΘΝ,HYPERWorldSphereCTH,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΧΘΝ
19,3,212020,212,020,020,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,HYD,ΥΔΡ,HYPOWorldSphereHYD,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΥΔΡ
19,4,020212,020,212,020,upper,HYPER,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,HYD,ΥΔΡ,HYPERWorldSphereHYD,ΥΠΕΡΚΟΣΜΟΣΦΑΙΡΑΥΔΡ
19,5,212002,212,002,002,lower,HYPO,212,WorldSphere,ΚΟΣΜΟΣΦΑΙΡΑ,KAT,ΚΑΤ,HYPOWorldSphereKAT,ΥΠΟΚΟΣΜΟΣΦΑΙΡΑΚΑΤ
